DATASEGMENTID,TAISTARTTIME (TAI seconds since 1958-01-01),TAIENDTIME (TAI seconds since 1958-01-01),PARAMETERSETID,FOM,ISPENDING,INPLAYLIST,STATUS,NUMEVALCYCLES,SOURCEID,CREATETIME,FINISHTIME,OBS1NUMBUFS,OBS2NUMBUFS,OBS3NUMBUFS,OBS4NUMBUFS,OBS1ALLOCBUFS,OBS2ALLOCBUFS,OBS3ALLOCBUFS,OBS4ALLOCBUFS,OBS1REMFILES,OBS2REMFILES,OBS3REMFILES,OBS4REMFILES,DISCUSSION
98507,2066311120,2066311250,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:10,2023-08-27 14:25:09,14,14,14,14,14,14,0,14,0,0,14,0,slow complete mp crossing with boundary layer
98508,2066311260,2066311400,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:10,2023-08-27 14:25:09,15,15,15,15,15,15,0,15,0,0,15,0,slow complete mp crossing with boundary layer
98509,2066311410,2066311550,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:10,2023-08-27 14:25:09,15,15,15,15,15,15,0,15,0,0,15,0,slow complete mp crossing with boundary layer
98510,2066311560,2066311690,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:10,2023-08-27 14:25:09,14,14,14,14,14,14,0,14,0,0,14,0,slow complete mp crossing with boundary layer
98511,2066311700,2066311840,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:10,2023-08-27 14:25:09,15,15,15,15,15,15,0,15,0,0,15,0,slow complete mp crossing with boundary layer
98512,2066313640,2066313760,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:10,2023-08-27 14:25:09,13,13,13,13,13,13,0,13,0,0,13,0,complete mp crossing with boundary layer
98513,2066313770,2066313880,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:10,2023-08-27 14:25:09,12,12,12,12,12,12,0,12,0,0,12,0,complete mp crossing with boundary layer
98514,2066313890,2066314010,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:11,2023-08-27 14:25:09,13,13,13,13,13,13,0,13,0,0,13,0,complete mp crossing with boundary layer
98515,2066314400,2066314550,Revision: 1.10 ; parm_set: Revision: 1.121,155.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:11,2023-08-27 14:25:09,16,16,16,16,16,16,0,16,0,0,16,0,complete mp crossing
98516,2066315120,2066315240,Revision: 1.10 ; parm_set: Revision: 1.121,155.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:11,2023-08-27 14:25:09,13,13,13,13,13,13,0,13,0,0,13,0,complete mp crossing
98517,2066315250,2066315380,Revision: 1.10 ; parm_set: Revision: 1.121,155.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:11,2023-08-27 14:25:09,14,14,14,14,14,14,0,14,0,0,14,0,complete mp crossing
98518,2066316300,2066316500,Revision: 1.10 ; parm_set: Revision: 1.121,155.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:11,2023-08-27 14:25:09,21,21,21,21,21,21,1,21,0,0,21,0,multiple complete mp crossings
98611,2066924290,2066924340,Revision: 1.121,200.0,0,0,DERELICT+FINISHED,21,dskeberdis(EVA),2023-07-05 00:10:10,2023-08-01 00:35:23,0,0,6,6,0,0,0,0,0,0,6,6,FPI Burst Cal - Segment 1 (1435) - H2 - MSP
98612,2066958520,2066958570,Revision: 1.121,200.0,0,0,DERELICT+FINISHED,21,dskeberdis(EVA),2023-07-05 00:10:10,2023-08-01 00:35:23,6,6,6,6,0,0,0,0,6,6,6,6,FPI Burst Cal - Segment 2 (1435) - H2 - MSP
98616,2067025710,2067025940,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,24,24,24,24,0,0,0,0,24,24,24,24,Sheath Turbulence. Flux Ropes?
98617,2067025950,2067026180,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,24,24,24,24,0,0,0,0,24,24,24,24,Sheath Turbulence. Flux Ropes?
98618,2067026190,2067026430,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,25,25,25,25,0,0,0,0,25,25,25,25,Sheath Turbulence. Flux Ropes?
98619,2067026440,2067026670,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,24,24,24,24,0,0,0,0,24,24,24,24,Sheath Turbulence. Flux Ropes?
98620,2067032800,2067032990,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,20,20,20,20,0,0,0,0,20,20,20,20,SW/Sheath Activity.
98621,2067035860,2067036010,Revision: 1.10 ; parm_set: Revision: 1.121,101.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,16,16,16,16,16,16,16,16,16,16,16,16,Partial Crossing; X=-10.
98622,2067036020,2067036180,Revision: 1.10 ; parm_set: Revision: 1.121,101.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,17,17,17,17,17,17,17,17,17,17,17,17,Partial Crossing; X=-10.
98623,2067036190,2067036420,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,24,24,24,24,24,24,24,24,24,24,24,24,Fill at Boundary
98624,2067036430,2067036670,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,25,25,25,25,25,25,25,25,25,25,25,25,Fill at Boundary
98625,2067036680,2067036970,Revision: 1.10 ; parm_set: Revision: 1.121,105.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,30,30,30,30,30,30,30,30,30,30,30,30,Flank Crossing X=-10.
98626,2067037790,2067038030,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,25,25,25,25,25,0,25,25,25,25,25,25,Partial Crossing at x=-10.
98627,2067038040,2067038280,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,25,25,25,25,25,0,25,25,25,25,25,25,Partial Crossing at x=-10.
98628,2067042100,2067042320,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,23,23,23,23,23,0,23,23,23,23,23,23,Partial Craoosing at X=-10.
98629,2067050760,2067051030,Revision: 1.10 ; parm_set: Revision: 1.121,65.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,28,28,28,28,0,0,0,0,28,28,28,28,Flux Ropes?
98630,2067054570,2067054840,Revision: 1.10 ; parm_set: Revision: 1.121,65.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,28,28,28,28,0,0,0,0,28,28,28,28,Flux Ropes?
98631,2067056840,2067057020,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,19,19,19,19,19,0,19,19,19,19,19,19,Partical Crossing.
98632,2067057030,2067057210,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,19,19,19,19,19,0,19,19,19,19,19,19,Partical Crossing.
98633,2067063080,2067063270,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,20,20,20,20,20,0,15,20,20,20,20,20,Partial Crossingwith activity.
98634,2067063280,2067063480,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,21,21,21,21,0,0,0,0,21,21,21,21,Partial Crossingwith activity.
98635,2067063650,2067063890,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,25,25,25,25,0,0,0,0,25,25,25,25,Partial Crossing. Some activity.
98636,2067063900,2067064140,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,25,25,25,25,0,0,0,0,25,25,25,25,Partial Crossing. Some activity.
98637,2067068380,2067068620,Revision: 1.10 ; parm_set: Revision: 1.121,85.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,25,25,25,25,25,25,25,25,25,25,25,25,Possible Boundary Cross.
98638,2067068630,2067068870,Revision: 1.10 ; parm_set: Revision: 1.121,85.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,25,25,25,25,25,25,25,25,25,25,25,25,Possible Boundary Cross.
98639,2067068880,2067069120,Revision: 1.10 ; parm_set: Revision: 1.121,85.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,25,25,25,25,25,25,25,25,25,25,25,25,Possible Boundary Cross.
98640,2067070610,2067070900,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,30,30,30,30,0,0,0,0,30,30,30,30,Magnetic Holes.
98641,2067070910,2067071200,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,30,30,30,30,0,0,0,0,30,30,30,30,Magnetic Holes.
98642,2067074790,2067075070,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-05 16:00:10,2023-08-02 03:30:23,29,29,29,29,29,29,29,29,29,29,29,29,Boundary Crossing
98645,2067078890,2067079160,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,31,ree(EVA),2023-07-05 16:00:10,2023-08-20 03:10:08,28,28,28,28,28,0,28,2,28,28,28,28,Partial Crossing at Flank.
98647,2067142410,2067142690,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,24,ree(EVA),2023-07-07 00:00:10,2023-08-08 13:35:20,29,29,29,29,0,0,0,9,29,29,29,29,Strong BBF
98648,2067142700,2067142990,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,24,ree(EVA),2023-07-07 00:00:10,2023-08-08 13:35:20,30,30,30,30,0,0,0,0,30,30,30,30,Strong BBF
98649,2067154310,2067154590,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,26,ree(EVA),2023-07-07 00:00:10,2023-08-12 17:45:18,29,29,29,29,0,0,0,0,29,29,29,29,BBF. Strong currents.
98650,2067154600,2067154890,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-07 00:00:10,2023-08-05 03:55:07,30,30,30,30,0,0,0,1,30,30,30,30,BBF. Strong currents.
98651,2067160150,2067160440,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-07 00:00:10,2023-08-05 03:55:07,30,30,30,30,0,0,0,0,30,30,30,30,Weak BBF.
98652,2067227820,2067228030,Revision: 1.10 ; parm_set: Revision: 1.121,65.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:20,2023-08-06 03:05:09,22,22,22,22,0,0,0,0,22,22,22,22,Flux rope at flank boundary.
98653,2067228810,2067229090,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:20,2023-08-06 03:05:09,29,29,29,29,0,0,0,2,29,29,29,29,Multiple flank crossings.
98654,2067229100,2067229380,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:20,2023-08-06 03:05:09,29,29,29,29,0,0,0,0,29,29,29,29,Multiple flank crossings.
98655,2067229390,2067229670,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,25,ree(EVA),2023-07-08 15:40:20,2023-08-12 17:45:18,29,29,29,29,0,0,0,0,29,29,29,29,Multiple flank crossings.
98656,2067229680,2067229950,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,28,ree(EVA),2023-07-08 15:40:20,2023-08-17 06:55:09,28,28,28,28,0,0,0,0,28,28,28,28,Multiple flank crossings.
98657,2067229960,2067230240,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,28,ree(EVA),2023-07-08 15:40:20,2023-08-17 06:55:09,29,29,29,29,0,0,0,0,29,29,29,29,Multiple flank crossings.
98658,2067230250,2067230530,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,23,ree(EVA),2023-07-08 15:40:20,2023-08-08 13:35:20,29,29,29,29,0,0,0,0,29,29,29,29,Multiple flank crossings.
98659,2067230540,2067230820,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,28,ree(EVA),2023-07-08 15:40:20,2023-08-17 06:55:09,29,29,29,29,0,0,0,0,29,29,29,29,Multiple flank crossings.
98660,2067230830,2067231110,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,23,ree(EVA),2023-07-08 15:40:20,2023-08-08 13:35:20,29,29,29,29,0,0,0,0,29,29,29,29,Multiple flank crossings.
98662,2067236040,2067236300,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:20,2023-08-06 03:05:09,27,27,27,27,0,0,0,0,27,27,27,27,Magnetic depletions. Intersting turbulence.
98663,2067236310,2067236570,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:20,2023-08-06 03:05:09,27,27,27,27,0,0,0,0,27,27,27,27,Magnetic depletions. Intersting turbulence.
98664,2067236580,2067236840,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:20,2023-08-06 03:05:09,27,27,27,27,0,0,0,0,27,27,27,27,Magnetic depletions. Intersting turbulence.
98665,2067236850,2067237110,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:20,2023-08-06 03:05:09,27,27,27,27,0,0,0,0,27,27,27,27,Magnetic depletions. Intersting turbulence.
98666,2067237120,2067237380,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:20,2023-08-06 03:05:09,27,27,27,27,0,0,0,0,27,27,27,27,Magnetic depletions. Intersting turbulence.
98667,2067237390,2067237660,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:20,2023-08-06 03:05:09,28,28,28,28,0,0,0,0,28,28,28,28,Magnetic depletions. Intersting turbulence.
98668,2067237670,2067237930,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:20,2023-08-06 03:05:09,27,27,27,27,0,0,0,0,27,27,27,27,Magnetic depletions. Intersting turbulence.
98669,2067237940,2067238200,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:20,2023-08-06 03:05:09,27,27,27,27,0,0,0,0,27,27,27,27,Magnetic depletions. Intersting turbulence.
98670,2067238210,2067238470,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:20,2023-08-06 03:05:09,27,27,27,27,0,0,0,0,27,27,27,27,Magnetic depletions. Intersting turbulence.
98671,2067238480,2067238740,Revision: 1.10 ; parm_set: Revision: 1.121,55.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:21,2023-08-06 03:05:09,27,27,27,27,0,0,0,0,27,27,27,27,Magnetic depletions. Intersting turbulence.
98672,2067240340,2067240580,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,25,ree(EVA),2023-07-08 15:40:21,2023-08-12 17:45:18,25,25,25,25,0,0,0,0,25,25,25,25,Possible flux rope.
98673,2067242640,2067242850,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:21,2023-08-06 03:05:09,22,22,22,22,0,0,0,1,22,22,22,22,Possible flux rope. Magnetic depletions.
98674,2067242860,2067243070,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:21,2023-08-06 03:05:09,22,22,22,22,0,0,0,2,22,22,22,22,Possible flux rope. Magnetic depletions.
98676,2067265980,2067266220,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,23,ree(EVA),2023-07-08 15:40:21,2023-08-08 13:35:20,25,25,25,25,0,0,0,0,25,25,25,25,Magnetic activity.
98677,2067266930,2067267120,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,23,ree(EVA),2023-07-08 15:40:21,2023-08-08 13:35:20,20,20,20,20,0,0,0,0,20,20,20,20,Magnetic activity withion jet?
98681,2067338090,2067338220,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:21,2023-08-06 03:05:09,14,14,14,14,0,0,0,2,14,14,14,14,Sharp B discontinuity.
98682,2067338400,2067338460,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,23,ree(EVA),2023-07-08 15:40:21,2023-08-08 13:35:20,7,7,7,7,0,0,0,0,7,7,7,7,Sharp flux rope?
98683,2067338670,2067338820,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,23,ree(EVA),2023-07-08 15:40:21,2023-08-08 13:35:20,16,16,16,16,0,0,0,0,16,16,16,16,B discontinuity.
98685,2067349160,2067349390,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,23,ree(EVA),2023-07-08 15:40:21,2023-08-08 13:35:20,24,24,24,24,0,0,0,0,24,24,24,24,SW turbulence.
98687,2067358930,2067359220,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,23,ree(EVA),2023-07-08 15:40:21,2023-08-08 13:35:20,30,30,30,30,0,0,0,0,30,30,30,30,Turbulence
98688,2067359230,2067359520,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:21,2023-08-06 03:05:09,30,30,30,30,0,0,0,0,30,30,30,30,Turbulence
98689,2067360960,2067361250,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,25,ree(EVA),2023-07-08 15:40:21,2023-08-12 17:45:18,30,30,30,30,0,0,0,0,30,30,30,30,Turbulence and possible flux ropes.
98690,2067369490,2067369760,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,23,ree(EVA),2023-07-08 15:40:21,2023-08-08 13:35:20,28,28,28,28,0,0,0,0,28,28,28,28,B discontinuity.
98691,2067369770,2067370050,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,23,ree(EVA),2023-07-08 15:40:21,2023-08-08 13:35:20,29,29,29,29,0,0,0,0,29,29,29,29,B discontinuity.
98692,2067371250,2067371470,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:21,2023-08-06 03:05:09,23,23,23,23,0,0,0,2,23,23,23,23,B discontinuity.
98693,2067371480,2067371710,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,25,ree(EVA),2023-07-08 15:40:21,2023-08-12 17:45:18,24,24,24,24,0,0,0,0,24,24,24,24,B discontinuity.
98695,2067381160,2067381270,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:21,2023-08-06 03:05:09,12,12,12,12,0,0,0,2,12,12,12,12,Magnetic activity
98696,2067382990,2067383140,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:21,2023-08-06 03:05:09,16,16,16,16,0,0,0,0,16,16,16,16,B discontiuity.
98697,2067383150,2067383310,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,21,ree(EVA),2023-07-08 15:40:21,2023-08-06 03:05:09,17,17,17,17,0,0,0,0,17,17,17,17,B discontiuity.
98808,2067712600,2067712670,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-13 05:55:10,2023-08-09 21:35:09,8,8,8,8,0,0,0,0,8,8,8,8,potential whistler wave conjunction event with ARASE
98809,2067712680,2067712760,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-13 05:55:10,2023-08-09 21:35:09,9,9,9,9,0,0,0,0,9,9,9,9,potential whistler wave conjunction event with ARASE
98816,2067864300,2067864380,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-15 17:15:22,2023-08-12 17:45:18,9,0,0,0,0,0,0,0,9,0,0,0,clean complete MP crossing
98817,2067868650,2067868770,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-15 17:15:22,2023-08-12 17:45:18,13,0,0,0,0,0,0,0,13,0,0,0,MP with reconnection jets in Vx
98818,2067868780,2067868890,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-15 17:15:22,2023-08-12 17:45:18,12,0,0,0,0,0,0,0,12,0,0,0,MP with reconnection jets in Vx
98819,2067868900,2067869020,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-15 17:15:22,2023-08-12 17:45:18,13,0,0,0,0,0,0,0,13,0,0,0,MP with reconnection jets in Vx
98820,2067869030,2067869150,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-15 17:15:22,2023-08-12 17:45:18,13,0,0,0,0,0,0,0,13,0,0,0,MP with reconnection jets in Vx
98821,2067887320,2067887430,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-15 17:15:22,2023-08-12 17:45:18,12,0,0,0,0,0,0,0,12,0,0,0,MP with Vz reversal and high energy electrons at the inner LLBL
98822,2067887440,2067887540,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-15 17:15:22,2023-08-12 17:45:18,11,0,0,0,0,0,0,0,11,0,0,0,MP with Vz reversal and high energy electrons at the inner LLBL
98823,2067887550,2067887660,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-15 17:15:22,2023-08-12 17:45:18,12,0,0,0,0,0,0,0,12,0,0,0,MP with Vz reversal and high energy electrons at the inner LLBL
98824,2067887670,2067887780,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-15 17:15:22,2023-08-12 17:45:18,12,0,0,0,0,0,0,0,12,0,0,0,MP with Vz reversal and high energy electrons at the inner LLBL
98825,2067928770,2067928850,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-15 17:15:22,2023-08-12 17:45:18,9,9,9,9,2,0,0,0,9,9,9,9,MP with reconnection jets
98826,2067928860,2067928950,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-15 17:15:22,2023-08-12 17:45:18,10,10,10,10,1,0,0,0,10,10,10,10,MP with reconnection jets
98827,2068008920,2068009040,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,3,tphan(EVA),2023-07-16 23:35:10,2023-07-22 00:20:14,13,13,13,13,13,13,13,13,0,0,0,0,fast Vx flow reversal around PSBL
98828,2068009050,2068009170,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,3,tphan(EVA),2023-07-16 23:35:10,2023-07-22 00:10:15,13,13,13,13,13,13,13,13,0,0,0,0,fast Vx flow reversal around PSBL
98829,2068009180,2068009310,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,3,tphan(EVA),2023-07-16 23:35:10,2023-07-22 01:05:13,14,14,14,14,14,14,14,14,0,0,0,0,fast Vx flow reversal around PSBL
98830,2068009320,2068009440,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,3,tphan(EVA),2023-07-16 23:35:10,2023-07-22 01:10:13,13,13,13,13,13,13,13,13,0,0,0,0,fast Vx flow reversal around PSBL
98831,2068014350,2068014430,Revision: 1.10 ; parm_set: Revision: 1.121,130.0,0,0,COMPLETE+FINISHED,3,tphan(EVA),2023-07-16 23:35:10,2023-07-22 00:45:15,9,9,9,9,9,9,9,9,0,0,0,0,chous waves and conjunction with ARASE
98832,2068014440,2068014520,Revision: 1.10 ; parm_set: Revision: 1.121,130.0,0,0,COMPLETE+FINISHED,3,tphan(EVA),2023-07-16 23:35:10,2023-07-22 00:25:15,9,9,9,9,9,9,9,9,0,0,0,0,chous waves and conjunction with ARASE
